episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.2467350959777832,-38.0614749133047,0
2,50,50,0.2765634059906006,-36.25679835624614,0
3,100,100,19.326899766921997,-102.92068810353322,0
4,150,150,27.384019136428833,-65.41640856375452,0
5,200,200,33.08638906478882,-38.54907884956002,0
6,250,250,38.97111368179321,-37.62833252097711,0
7,300,300,44.759833574295044,-26.198744287030816,0
8,350,350,50.61521649360657,-23.176085768686537,0
9,400,400,56.730311155319214,-18.900911378612548,0
10,450,450,64.88456678390503,-14.834908897992188,0
11,500,500,70.81543135643005,-16.035878493208237,0
12,550,550,76.28799438476562,-14.44962372175782,0
13,600,600,81.9067976474762,-13.046789518292158,0
14,650,650,87.48024439811707,-10.226555728158328,0
15,700,700,95.32214951515198,-10.594929029940957,0
16,750,750,101.63766074180603,-11.68427673501365,0
17,800,800,107.37740898132324,-11.230929505507243,0
18,850,850,113.36913657188416,-10.745830973898247,0
19,900,900,119.2207887172699,-11.436199328903495,0
20,950,950,124.96920871734619,-9.93686320291129,0
21,1000,1000,132.6067819595337,-10.666886943346604,0
