episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.12055134773254395,-1771.1797296983405,0
2,200,200,0.21086454391479492,-1803.39167548281,0
3,400,400,0.2921302318572998,-1755.6729699117031,0
4,600,600,0.3829209804534912,-1801.1741582901093,0
5,800,800,42.11394381523132,-1669.1637850554957,256
6,1000,1000,61.61502432823181,-1331.0240176364814,256
7,1200,1200,81.22898507118225,-1292.5289997184032,256
8,1400,1400,101.60316753387451,-1277.0110858459038,256
9,1600,1600,122.15518856048584,-859.4723127891235,256
10,1800,1800,144.26477360725403,-1173.46676190682,256
11,2000,2000,165.6132264137268,-1184.6988760458894,256
12,2200,2200,186.53447198867798,-1069.0235395466445,256
13,2400,2400,206.95516562461853,-891.1308469456949,256
14,2600,2600,228.2158944606781,-1065.1314201570503,256
15,2800,2800,248.87230730056763,-857.4560579498665,256
16,3000,3000,269.21070742607117,-1202.8617416169868,256
