episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.14139556884765625,-909.6811093647008,0
2,200,200,0.2217395305633545,-776.1237972533586,0
3,400,400,0.3117814064025879,-951.0544161415422,0
4,600,600,0.38304758071899414,-991.2850611037533,0
5,800,800,63.30884408950806,-1369.3850886230755,0
6,1000,1000,98.5464015007019,-1020.9622596555848,0
7,1200,1200,133.91317653656006,-1154.3134585429955,0
8,1400,1400,166.75834107398987,-506.3635193877945,0
9,1600,1600,199.68036675453186,-510.93533829427525,0
10,1800,1800,233.43635272979736,-126.75573871389405,0
11,2000,2000,267.7393219470978,-130.66067146928762,0
12,2200,2200,309.8642723560333,-257.06230867736946,0
13,2400,2400,356.7608585357666,-255.71547816782447,0
14,2600,2600,390.9006977081299,-222.30387178035588,0
15,2800,2800,431.48273229599,-252.84847808498205,0
16,3000,3000,473.15176343917847,-126.21414285480164,0
