episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.24956440925598145,-41.253609332207816,256
2,50,50,0.280672550201416,-42.22089687218791,256
3,100,100,0.3083980083465576,-37.072827252347544,256
4,150,150,0.3290293216705322,-43.59793556224712,256
5,200,200,31.47954225540161,-85.64018822742854,250
6,250,250,43.335689306259155,-32.282342637123605,256
7,300,300,56.281800746917725,-19.183752181800568,256
8,350,350,68.0015001296997,-17.550632016982508,256
9,400,400,79.92018103599548,-15.054968981065302,256
10,450,450,93.0040054321289,-12.572365905005194,256
11,500,500,104.93827390670776,-9.261089164598939,256
12,550,550,119.23989820480347,-8.290751295092797,256
13,600,600,132.5801236629486,-7.437461888972751,256
14,650,650,145.50500559806824,-6.603036080083403,256
15,700,700,159.6172754764557,-6.2014535926407435,256
16,750,750,171.92963314056396,-6.827755586371289,256
17,800,800,185.64732456207275,-6.317340812414376,256
18,850,850,197.8528335094452,-6.116021444932632,256
19,900,900,210.23102140426636,-6.392006390759683,256
20,950,950,223.65894532203674,-6.268078903334271,256
21,1000,1000,236.33454513549805,-5.627512138758676,256
