episode,step,env_step,total_time,episode_reward
1,0,0,0.13776302337646484,-1142.6468980247612
2,200,200,16.436615705490112,-1372.4484978192554
3,400,400,37.751460552215576,-1038.185801157195
4,600,600,60.5548095703125,-1127.4502429179738
5,800,800,85.21156644821167,-1054.9924942694079
6,1000,1000,110.89038562774658,-634.9010848154097
7,1200,1200,136.00579476356506,-500.25446310027536
8,1400,1400,161.1183545589447,-249.03846015109042
9,1600,1600,186.33112859725952,-249.7938379937435
10,1800,1800,212.54698514938354,-249.93468450481816
11,2000,2000,239.6258099079132,-729.4761240041972
12,2200,2200,266.0999481678009,-250.2624682614419
13,2400,2400,292.3286147117615,-249.70501816746668
14,2600,2600,318.57761096954346,-250.17339460066003
15,2800,2800,344.9812297821045,-248.4927582219588
16,3000,3000,370.4589743614197,-250.4909377639793
