episode,step,env_step,total_time,episode_reward
1,0,0,0.11556816101074219,-1771.1797296983405
2,200,200,14.875037431716919,-1610.9850830873356
3,400,400,36.25783061981201,-1271.4891727699144
4,600,600,58.9639527797699,-1417.6551050648484
5,800,800,83.14409041404724,-1177.0997291338997
6,1000,1000,110.36064386367798,-1017.668609861881
7,1200,1200,137.29139733314514,-897.0162026502362
8,1400,1400,164.19068717956543,-862.2602951274215
9,1600,1600,190.87409949302673,-733.2117287024813
10,1800,1800,217.89082527160645,-477.1300921244756
11,2000,2000,244.29995584487915,-477.259611959498
12,2200,2200,270.0992019176483,-991.8007685184054
13,2400,2400,296.00661444664,-756.4128311187494
14,2600,2600,323.529860496521,-1024.2958038476881
15,2800,2800,351.38524174690247,-647.3204353770822
16,3000,3000,378.2464280128479,-633.8804835939272
