episode,step,env_step,total_time,episode_reward
1,0,0,0.10594511032104492,-1771.1797296983405
2,200,200,17.563261032104492,-1610.9850830873356
3,400,400,42.401780128479004,-1306.8799069896365
4,600,600,69.23641610145569,-1388.7972039910308
5,800,800,97.53879189491272,-1197.9408893375562
6,1000,1000,126.95704197883606,-1034.9103512777033
7,1200,1200,156.08462166786194,-910.908680949275
8,1400,1400,185.35178089141846,-736.5213139485719
9,1600,1600,216.10123014450073,-483.420665467279
10,1800,1800,246.38338208198547,-481.69899027513515
11,2000,2000,276.5481035709381,-489.1837240036626
12,2200,2200,306.8875210285187,-528.0061666281072
13,2400,2400,336.8366265296936,-508.269192282091
14,2600,2600,366.2827925682068,-533.9864419191186
15,2800,2800,395.77801609039307,-536.0811358533748
16,3000,3000,425.4000976085663,-534.7868466474062
