episode,step,env_step,total_time,episode_reward
1,0,0,0.13312888145446777,-1142.6468980247612
2,200,200,32.242061376571655,-1372.4484978192554
3,400,400,77.79905915260315,-1439.5376333675242
4,600,600,125.0133969783783,-1172.696619218274
5,800,800,173.30361461639404,-1346.6212400318557
6,1000,1000,223.2293872833252,-890.0643718425596
7,1200,1200,274.48663687705994,-251.2778787002429
8,1400,1400,324.8599238395691,-124.80426229066178
9,1600,1600,376.03452610969543,-248.93788300557077
10,1800,1800,427.34338545799255,-250.6417351011678
11,2000,2000,479.37922835350037,-249.61587001279312
12,2200,2200,532.1825034618378,-250.25441862722488
13,2400,2400,584.7971603870392,-126.99404729779017
14,2600,2600,638.8080368041992,-125.67985215310817
15,2800,2800,692.7302529811859,-127.04355817673118
16,3000,3000,750.1257820129395,-126.67272566797298
