episode,step,env_step,total_time,episode_reward
1,0,0,0.17071795463562012,-1163.2867886560791
2,200,200,0.26251745223999023,-1070.5325101373842
3,400,400,0.36711668968200684,-1178.1498552855467
4,600,600,44.790404319763184,-1211.3830346971977
5,800,800,71.30441641807556,-746.9048141655994
6,1000,1000,100.46271824836731,-373.69652050495654
7,1200,1200,129.52038311958313,-245.98758367388174
8,1400,1400,158.08780002593994,-246.180453273335
9,1600,1600,186.67015409469604,-119.55404241539264
10,1800,1800,216.8715705871582,-118.940378165251
11,2000,2000,246.37311220169067,-119.69508523503069
12,2200,2200,275.3229112625122,-120.49102649316812
13,2400,2400,305.1677780151367,-120.50780818824862
14,2600,2600,334.322633266449,-120.26552053787998
15,2800,2800,364.44333362579346,-120.13086661076501
16,3000,3000,393.16504311561584,-120.47444043421774
