episode,step,env_step,total_time,episode_reward
1,0,0,0.10783243179321289,-909.6811093647008
2,200,200,16.310943841934204,-1380.518659037731
3,400,400,41.91840744018555,-631.5925175589247
4,600,600,70.86084723472595,-1162.3005537095155
5,800,800,99.8479528427124,-1078.994012937957
6,1000,1000,130.2690441608429,-979.8613397517282
7,1200,1200,161.04187750816345,-868.7418496484219
8,1400,1400,191.32516622543335,-127.01368384310483
9,1600,1600,221.68711256980896,-126.93087492746923
10,1800,1800,251.19790983200073,-127.86853372244981
11,2000,2000,280.8210566043854,-127.47700174635958
12,2200,2200,310.36933755874634,-127.98233946797338
13,2400,2400,341.24213314056396,-128.4860601796022
14,2600,2600,371.37627935409546,-126.45399280451814
15,2800,2800,401.8497278690338,-127.10858224033038
16,3000,3000,432.226407289505,-127.66435176509034
