episode,step,env_step,total_time,episode_reward
1,0,0,0.13701200485229492,-1597.8348628006875
2,200,200,0.2185649871826172,-1588.163679062567
3,400,400,0.2870206832885742,-1542.9157976509948
4,600,600,40.9013786315918,-1469.2781232831026
5,800,800,66.90386271476746,-1078.7198792283125
6,1000,1000,96.38485884666443,-1082.6052265975186
7,1200,1200,125.445157289505,-1012.3930015935067
8,1400,1400,154.36019277572632,-991.3937330685653
9,1600,1600,182.87758421897888,-479.13607534766885
10,1800,1800,213.17351627349854,-476.0792625504876
11,2000,2000,242.5610809326172,-473.7727860159187
12,2200,2200,271.2399060726166,-470.66650695271755
13,2400,2400,300.7427577972412,-471.9026824663158
14,2600,2600,329.8601393699646,-474.62050437760035
15,2800,2800,359.9121346473694,-476.72892752256246
16,3000,3000,388.8896098136902,-477.62492933902786
