episode,step,env_step,total_time,episode_reward
1,0,0,0.11592483520507812,-1163.2867886560791
2,200,200,32.91591262817383,-1192.059722739153
3,400,400,79.50663495063782,-1205.982630919211
4,600,600,128.03213143348694,-1316.0194730025646
5,800,800,178.52859544754028,-751.5890696524871
6,1000,1000,231.83542037010193,-245.36043594803
7,1200,1200,287.2491819858551,-245.29089576271795
8,1400,1400,341.0020387172699,-121.08270579966533
9,1600,1600,394.2090222835541,-120.35554062469542
10,1800,1800,447.88989901542664,-121.75596997848135
11,2000,2000,502.4317262172699,-121.79828085346318
12,2200,2200,557.1519122123718,-247.84815051640484
13,2400,2400,611.7276759147644,-121.36991120079325
14,2600,2600,667.0979673862457,-120.80602023037117
15,2800,2800,722.9737546443939,-120.54170635639422
16,3000,3000,780.4876666069031,-120.59301099433341
