episode,step,env_step,total_time,episode_reward
1,0,0,0.11216473579406738,-1764.9438989377898
2,200,200,10.544966697692871,-1714.2285322432674
3,400,400,24.888800859451294,-1344.8333991410163
4,600,600,40.825735569000244,-1311.6418010391953
5,800,800,57.85671329498291,-1731.3207837017965
6,1000,1000,75.51091170310974,-947.7418419918669
7,1200,1200,93.10189127922058,-935.2384336565486
8,1400,1400,110.44601655006409,-988.9659557419897
9,1600,1600,127.27353239059448,-864.6373590481262
10,1800,1800,144.73124241828918,-766.8297872054844
11,2000,2000,161.7239692211151,-1014.8834237329986
12,2200,2200,178.45412468910217,-758.0526878855919
13,2400,2400,195.29451537132263,-689.5320278124342
14,2600,2600,212.49347805976868,-563.1959361919024
15,2800,2800,230.46458220481873,-561.0543828441746
16,3000,3000,248.02784705162048,-703.8730344277686
