episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11160659790039062,-909.6811093647008,512
2,200,200,0.19114351272583008,-776.1237972533586,512
3,400,400,0.27455639839172363,-951.0544161415422,512
4,600,600,0.35007619857788086,-991.2850611037533,512
5,800,800,56.18407893180847,-1369.3850886230755,19
6,1000,1000,80.9063470363617,-979.2138974711277,20
7,1200,1200,105.71629524230957,-1068.1628647374175,18
8,1400,1400,131.04303741455078,-129.89855330083546,17
9,1600,1600,156.91334509849548,-127.4445269659309,18
10,1800,1800,180.69994258880615,-258.3317125231915,21
11,2000,2000,204.73254942893982,-509.1801876947825,15
12,2200,2200,228.6359260082245,-742.030712846122,20
13,2400,2400,253.18386435508728,-127.83650507834808,21
14,2600,2600,278.0929355621338,-126.2277029402685,18
15,2800,2800,303.3763403892517,-128.6139276158212,19
16,3000,3000,327.94452929496765,-127.964576908653,24
