episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11353373527526855,-1265.8085985282614,512
2,200,200,0.20197319984436035,-1281.6093530726107,512
3,400,400,0.2853717803955078,-1283.4789041445651,512
4,600,600,0.36734604835510254,-1350.115842803025,512
5,800,800,63.94137263298035,-1091.0356994748463,512
6,1000,1000,92.33973908424377,-368.3626783240168,512
7,1200,1200,121.4203929901123,-365.6585680118863,512
8,1400,1400,149.13229751586914,-238.23891903437047,490
9,1600,1600,177.66027116775513,-238.1494775418698,452
10,1800,1800,206.8109233379364,-238.0827469487708,414
11,2000,2000,234.582115650177,-237.49964192059278,381
12,2200,2200,261.6355323791504,-236.4708817390543,349
13,2400,2400,288.91431975364685,-236.24806683616595,321
14,2600,2600,315.6453495025635,-237.06144591606846,302
15,2800,2800,341.19995641708374,-237.56672483826358,283
16,3000,3000,367.39664101600647,-237.4772190839093,269
