episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.10729765892028809,-1597.8348628006875,0
2,200,200,0.1844005584716797,-1588.163679062567,0
3,400,400,0.25980567932128906,-1542.9157976509948,0
4,600,600,0.33591771125793457,-1591.6844395186379,0
5,800,800,44.121307134628296,-1419.0935591663563,0
6,1000,1000,61.347315073013306,-1281.7906732458694,0
7,1200,1200,78.2232358455658,-1151.9407464175881,0
8,1400,1400,96.29411768913269,-1104.3497313502598,0
9,1600,1600,113.35438275337219,-884.3436982565958,0
10,1800,1800,131.3981580734253,-856.2626910765914,0
11,2000,2000,148.31519198417664,-475.96983798911384,0
12,2200,2200,165.95769095420837,-474.3057663391574,0
13,2400,2400,183.56142783164978,-472.7181552330842,0
14,2600,2600,200.85172700881958,-478.28462045771875,0
15,2800,2800,218.08846259117126,-482.18219288555997,0
16,3000,3000,235.0512490272522,-483.27027467992883,0
