episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11070060729980469,-909.6811093647008,512
2,200,200,0.19552826881408691,-776.1237972533586,512
3,400,400,0.2719457149505615,-951.0544161415422,512
4,600,600,0.34632062911987305,-991.2850611037533,512
5,800,800,57.9946129322052,-1369.3850886230755,154
6,1000,1000,84.72491359710693,-876.3309226573144,109
7,1200,1200,111.04650402069092,-994.2366030200056,83
8,1400,1400,137.62390112876892,-723.4994401511533,74
9,1600,1600,164.4581789970398,-128.21512993076587,82
10,1800,1800,190.4583179950714,-256.39696529506136,144
11,2000,2000,216.29816937446594,-256.13453955482913,122
12,2200,2200,242.51459908485413,-130.28889064755938,139
13,2400,2400,268.79722929000854,-128.14539116708045,138
14,2600,2600,296.0252592563629,-128.4218509005006,146
15,2800,2800,324.4596781730652,-379.6319752726524,259
16,3000,3000,352.1333553791046,-127.6132378724328,142
