episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.10920858383178711,-1597.8348628006875,512
2,200,200,0.18491053581237793,-1588.163679062567,512
3,400,400,0.2598145008087158,-1542.9157976509948,512
4,600,600,0.3281548023223877,-1591.6844395186379,512
5,800,800,57.266271352767944,-1419.0935591663563,512
6,1000,1000,86.37718105316162,-1293.1240023702192,512
7,1200,1200,116.10735940933228,-1085.8589586628038,512
8,1400,1400,146.641756772995,-1009.3072348223818,512
9,1600,1600,176.48481273651123,-485.72171307728377,512
10,1800,1800,207.00798630714417,-485.5860950962509,512
11,2000,2000,237.9857919216156,-480.3884089902077,512
12,2200,2200,270.0879633426666,-477.13544248051727,512
13,2400,2400,302.11758065223694,-477.04612111021214,512
14,2600,2600,336.07465171813965,-479.59662160678164,512
15,2800,2800,370.50216794013977,-482.52757532480877,512
16,3000,3000,405.8980920314789,-484.40266466516493,512
