episode,step,env_step,total_time,episode_reward
1,0,0,0.10761857032775879,-909.6811093647008
2,200,200,18.28363347053528,-1380.518659037731
3,400,400,39.69419980049133,-874.3906993214399
4,600,600,62.51412034034729,-766.4131534858292
5,800,800,86.41513633728027,-250.46054484524723
6,1000,1000,112.39225554466248,-866.5269170062267
7,1200,1200,137.89447045326233,-871.0497581468276
8,1400,1400,163.5758376121521,-127.48714125432952
9,1600,1600,188.72198104858398,-127.51361070678294
10,1800,1800,214.00691652297974,-127.57165273045587
11,2000,2000,240.2214720249176,-127.79425336971251
12,2200,2200,266.5178768634796,-127.64658045770139
13,2400,2400,292.90972542762756,-128.73266756013757
14,2600,2600,319.0977711677551,-128.59131629578883
15,2800,2800,344.5966203212738,-128.05924046094748
16,3000,3000,370.002014875412,-126.34100555352536
