episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.1457524299621582,-1163.2867886560791,0
2,200,200,0.22782230377197266,-1070.5325101373842,0
3,400,400,0.3030405044555664,-1178.1498552855467,0
4,600,600,0.37671422958374023,-1173.4176746693497,0
5,800,800,51.38883090019226,-1223.977627989996,0
6,1000,1000,83.532297372818,-881.1374054404464,0
7,1200,1200,119.97592735290527,-374.42594740636923,0
8,1400,1400,156.73516249656677,-498.9735137202829,0
9,1600,1600,192.29068326950073,-121.23924831768761,0
10,1800,1800,221.60090041160583,-373.21082208792444,0
11,2000,2000,251.19782710075378,-123.98181138864075,0
12,2200,2200,285.8927743434906,-498.026611952708,0
13,2400,2400,323.615460395813,-121.70293295169074,0
14,2600,2600,363.1112024784088,-495.686855993893,0
15,2800,2800,400.81173062324524,-246.1859236411119,0
16,3000,3000,437.0134904384613,-124.47863098550657,0
