episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.1365067958831787,-1771.1797296983405,256
2,200,200,0.2200946807861328,-1803.39167548281,256
3,400,400,0.30675554275512695,-1755.6729699117031,256
4,600,600,0.40412020683288574,-1801.1741582901093,256
5,800,800,66.35078716278076,-1669.1637850554957,183
6,1000,1000,96.52822780609131,-1328.727796943393,256
7,1200,1200,125.74875688552856,-1330.8550939514457,256
8,1400,1400,158.2042417526245,-1296.2477371681573,256
9,1600,1600,188.1429979801178,-1268.6861649820628,256
10,1800,1800,217.68287420272827,-1170.0379708556852,256
11,2000,2000,247.044691324234,-1293.9253701852494,256
12,2200,2200,276.6138164997101,-1167.7321563823548,256
13,2400,2400,305.6730372905731,-1146.4948699602432,256
14,2600,2600,335.8320698738098,-1174.3693443094098,256
15,2800,2800,365.1823561191559,-881.3094635465147,256
16,3000,3000,396.1045207977295,-867.4779525796399,256
