episode,step,env_step,total_time,episode_reward
1,0,0,0.10977292060852051,-1764.9438989377898
2,200,200,15.172570705413818,-1714.2285322432674
3,400,400,37.45167684555054,-1345.5708225484673
4,600,600,60.20278525352478,-1583.1014496840558
5,800,800,84.39633774757385,-1287.1984503906065
6,1000,1000,110.24238514900208,-1068.7659822557134
7,1200,1200,137.35104203224182,-1055.4314701091953
8,1400,1400,164.12909650802612,-1068.4555433099997
9,1600,1600,191.06299018859863,-934.7224214276182
10,1800,1800,218.12635493278503,-895.2374898408472
11,2000,2000,245.3289840221405,-1008.9955692181614
12,2200,2200,272.30305910110474,-879.3721482131448
13,2400,2400,298.40103793144226,-510.07044807136873
14,2600,2600,324.5249638557434,-534.0093159414582
15,2800,2800,351.94567370414734,-554.8346114242668
16,3000,3000,380.9953148365021,-568.1710393249956
