episode,step,env_step,total_time,episode_reward
1,0,0,0.10072946548461914,-1597.8348628006875
2,200,200,15.499929189682007,-1514.775781487988
3,400,400,38.521629333496094,-1138.899071331009
4,600,600,63.41175150871277,-1276.8576868141013
5,800,800,90.21405529975891,-795.3372921708938
6,1000,1000,118.28937554359436,-870.5582513537279
7,1200,1200,148.19623589515686,-486.0961287019619
8,1400,1400,177.41012692451477,-480.6290309021004
9,1600,1600,206.573805809021,-475.33581269149505
10,1800,1800,235.43143153190613,-984.6690504252621
11,2000,2000,264.53577947616577,-1022.0771791116197
12,2200,2200,293.09185218811035,-470.41726824927946
13,2400,2400,321.28481364250183,-473.21929902363104
14,2600,2600,349.382422208786,-474.41034657646577
15,2800,2800,378.3734881877899,-474.13677954080123
16,3000,3000,407.63314843177795,-478.7767479357587
