episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11001825332641602,-1597.8348628006875,256
2,200,200,0.1893596649169922,-1588.163679062567,256
3,400,400,0.2668755054473877,-1542.9157976509948,256
4,600,600,0.39420056343078613,-1591.6844395186379,256
5,800,800,59.3874409198761,-1419.0935591663563,256
6,1000,1000,85.83360719680786,-1295.668060381961,256
7,1200,1200,112.042405128479,-860.3035884345912,256
8,1400,1400,138.09111380577087,-613.9422566470357,256
9,1600,1600,164.7240719795227,-608.2231471968399,256
10,1800,1800,191.02908444404602,-1010.6278968865815,256
11,2000,2000,217.66758227348328,-481.16717804620527,256
12,2200,2200,243.89708304405212,-473.58766736686397,256
13,2400,2400,270.7842450141907,-473.2093184844945,256
14,2600,2600,297.9625926017761,-477.5145510776698,256
15,2800,2800,325.0268085002899,-479.0682346884585,256
16,3000,3000,352.25344800949097,-480.1721279182153,256
