episode,step,env_step,total_time,episode_reward
1,0,0,0.12752437591552734,-909.6811093647008
2,200,200,17.901294469833374,-1380.518659037731
3,400,400,42.195361614227295,-846.8464758407059
4,600,600,68.07175922393799,-1056.7758122710661
5,800,800,95.48069643974304,-835.3365654004407
6,1000,1000,124.59810781478882,-891.4596563352396
7,1200,1200,153.33520531654358,-888.5975759696114
8,1400,1400,182.02881264686584,-129.42766037220576
9,1600,1600,209.9804172515869,-133.16737971963903
10,1800,1800,238.32307481765747,-130.24151924530545
11,2000,2000,268.9566960334778,-128.73223985948957
12,2200,2200,298.22127199172974,-129.28548251170042
13,2400,2400,327.43653559684753,-128.11480725530913
14,2600,2600,356.63709115982056,-128.09511722068115
15,2800,2800,385.8623275756836,-128.14706921884152
16,3000,3000,414.3173739910126,-127.0422098896678
