episode,step,env_step,total_time,episode_reward
1,0,0,0.11860847473144531,-1265.8085985282614
2,200,200,18.740601778030396,-1163.0083473065558
3,400,400,46.318368911743164,-1662.5752538797701
4,600,600,75.6061372756958,-1175.0767477365246
5,800,800,114.4635009765625,-882.422269869485
6,1000,1000,172.6227889060974,-361.84385768078903
7,1200,1200,233.64132285118103,-364.4265620913463
8,1400,1400,271.4031009674072,-237.33311447956874
9,1600,1600,305.6253626346588,-237.31802428638554
10,1800,1800,338.9313704967499,-237.4723576599886
11,2000,2000,371.95702600479126,-237.1836153837957
12,2200,2200,405.86766290664673,-236.16959494102727
13,2400,2400,439.69193601608276,-235.63475848469668
14,2600,2600,473.7642729282379,-235.67195656062037
15,2800,2800,507.13475251197815,-235.46752750934579
16,3000,3000,548.3917896747589,-234.7811418755585
