episode,step,env_step,total_time,episode_reward
1,0,0,0.23013854026794434,-1265.8085985282614
2,200,200,20.295429944992065,-1163.0083473065558
3,400,400,34.817786693573,-1690.544733018136
4,600,600,56.13572955131531,-1319.7169347728272
5,800,800,79.91087198257446,-873.9445055942411
6,1000,1000,102.5571219921112,-929.2687784065264
7,1200,1200,130.1385154724121,-369.29451524326066
8,1400,1400,164.40588665008545,-236.50799037935664
9,1600,1600,193.112300157547,-888.9332730254546
10,1800,1800,220.0042908191681,-236.50522507890992
11,2000,2000,246.56773781776428,-234.9729031750072
12,2200,2200,270.5336482524872,-234.0857939070685
13,2400,2400,288.6936032772064,-233.3450340607397
14,2600,2600,307.3779010772705,-359.56473021357596
15,2800,2800,325.30774760246277,-361.5104574924674
16,3000,3000,343.0925636291504,-356.92338970736137
