episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.10946345329284668,-1771.1797296983405,256
2,200,200,0.18910503387451172,-1803.39167548281,256
3,400,400,0.2687563896179199,-1755.6729699117031,256
4,600,600,0.34944820404052734,-1801.1741582901093,256
5,800,800,56.94187116622925,-1669.1637850554957,16
6,1000,1000,81.45837259292603,-1332.0304292371181,25
7,1200,1200,105.25955486297607,-1171.213653008526,28
8,1400,1400,129.25520133972168,-1252.1126074772274,26
9,1600,1600,154.49356889724731,-1051.9328003323233,27
10,1800,1800,178.6202027797699,-1137.9882720291446,26
11,2000,2000,202.95872330665588,-1098.4301271098223,28
12,2200,2200,227.01395225524902,-998.3770259729788,30
13,2400,2400,251.0615918636322,-989.8193798752449,30
14,2600,2600,275.8075489997864,-884.1415066121094,27
15,2800,2800,300.51419949531555,-1155.413289782006,28
16,3000,3000,325.1493465900421,-859.5255808158572,30
