episode,step,env_step,total_time,episode_reward
1,0,0,0.12630534172058105,-1080.0770896175793
2,200,200,14.444284677505493,-1056.1511359754209
3,400,400,35.00269293785095,-1512.1456058391727
4,600,600,57.080121755599976,-1254.5194594150362
5,800,800,80.35246753692627,-1036.102735686494
6,1000,1000,106.36913537979126,-838.7789808880619
7,1200,1200,132.67256474494934,-248.48210936591812
8,1400,1400,158.95384573936462,-123.15025077762171
9,1600,1600,184.04602122306824,-123.7770968596157
10,1800,1800,209.2871539592743,-124.42477085602472
11,2000,2000,235.6435582637787,-126.0994639201782
12,2200,2200,260.79961252212524,-126.94116141366261
13,2400,2400,286.3395116329193,-250.77770131299013
14,2600,2600,311.9565396308899,-127.78455288432721
15,2800,2800,338.0373260974884,-124.81487851399022
16,3000,3000,364.7578372955322,-123.89027789360298
