episode,step,env_step,total_time,episode_reward
1,0,0,0.1259920597076416,-1597.8348628006875
2,200,200,19.820347785949707,-1514.775781487988
3,400,400,43.45510220527649,-1247.710244647033
4,600,600,69.54466772079468,-1170.1093443558493
5,800,800,99.18572783470154,-1164.6139980818464
6,1000,1000,130.6964602470398,-1003.5314293813665
7,1200,1200,163.2282783985138,-727.6805400580082
8,1400,1400,195.66049218177795,-483.0338085317457
9,1600,1600,225.67754793167114,-1106.1780483840553
10,1800,1800,253.22804760932922,-1086.7853179293154
11,2000,2000,281.00876235961914,-859.8147600419003
12,2200,2200,307.31496715545654,-473.9502309623325
13,2400,2400,334.0981740951538,-475.15582144970944
14,2600,2600,364.0781183242798,-476.38885282742206
15,2800,2800,391.4865481853485,-475.14077495103635
16,3000,3000,417.41565465927124,-477.5119168547102
