episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11848092079162598,-909.6811093647008,0
2,200,200,0.2360825538635254,-776.1237972533586,0
3,400,400,0.31951332092285156,-951.0544161415422,0
4,600,600,0.40506649017333984,-991.2850611037533,0
5,800,800,48.24214577674866,-1369.3850886230755,0
6,1000,1000,67.18277072906494,-1149.878700739802,0
7,1200,1200,84.49147701263428,-1152.5682745872616,0
8,1400,1400,101.87128019332886,-507.62362106461177,0
9,1600,1600,118.95371413230896,-130.25979218591462,0
10,1800,1800,136.0632848739624,-128.36745269614502,0
11,2000,2000,152.96223521232605,-130.15715983293742,0
12,2200,2200,169.9330277442932,-130.23112968054832,0
13,2400,2400,188.9158730506897,-128.302430781847,0
14,2600,2600,208.82250571250916,-127.57127005694397,0
15,2800,2800,229.83323001861572,-130.80390771503787,0
16,3000,3000,249.02054476737976,-128.1416135477321,0
