episode,step,env_step,total_time,episode_reward
1,0,0,0.22737550735473633,-1265.8085985282614
2,200,200,40.81558346748352,-1163.0083473065558
3,400,400,95.77316927909851,-1250.4671005463663
4,600,600,157.11616706848145,-1484.9128499732203
5,800,800,219.71957755088806,-1225.9361765645424
6,1000,1000,284.12657737731934,-242.83849083434333
7,1200,1200,350.827143907547,-506.9190726323191
8,1400,1400,412.5778787136078,-550.7285153957971
9,1600,1600,476.5920932292938,-241.68407456040984
10,1800,1800,537.7903094291687,-366.4013182785858
11,2000,2000,604.667341709137,-240.96532338884236
12,2200,2200,670.0437767505646,-239.14788225048798
13,2400,2400,735.3379800319672,-239.33871676406727
14,2600,2600,801.0088858604431,-238.80029438941122
15,2800,2800,868.1237218379974,-237.55811369524466
16,3000,3000,934.5982267856598,-235.61734946800914
