episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.13119268417358398,-909.6811093647008,256
2,200,200,0.2224116325378418,-776.1237972533586,256
3,400,400,0.306307315826416,-951.0544161415422,256
4,600,600,0.3894374370574951,-991.2850611037533,256
5,800,800,63.541791915893555,-1369.3850886230755,19
6,1000,1000,92.63513851165771,-979.2138974711277,20
7,1200,1200,122.12461018562317,-1068.1628647374175,18
8,1400,1400,150.83296513557434,-129.89855330083546,17
9,1600,1600,177.02974343299866,-127.4445269659309,18
10,1800,1800,207.71973848342896,-258.3317125231915,21
11,2000,2000,232.101704120636,-509.1801876947825,15
12,2200,2200,257.59163331985474,-742.030712846122,20
13,2400,2400,286.2247335910797,-127.83650507834808,21
14,2600,2600,315.02787137031555,-126.2277029402685,18
15,2800,2800,345.31714701652527,-128.6139276158212,19
16,3000,3000,372.9265458583832,-127.964576908653,24
