episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11415243148803711,-1265.8085985282614,256
2,200,200,0.19549179077148438,-1281.6093530726107,256
3,400,400,0.2821648120880127,-1283.4789041445651,256
4,600,600,0.388477087020874,-1350.115842803025,256
5,800,800,64.285959482193,-1091.0356994748463,256
6,1000,1000,92.95723748207092,-369.2820995721008,256
7,1200,1200,120.64355874061584,-239.6533038153141,256
8,1400,1400,151.82657670974731,-238.2945030983644,256
9,1600,1600,182.25279808044434,-237.8770146424216,256
10,1800,1800,211.23032784461975,-238.08965458622197,256
11,2000,2000,240.181871175766,-237.54832781583818,256
12,2200,2200,269.8934292793274,-237.6987249524616,256
13,2400,2400,299.826726436615,-237.9404354258027,256
14,2600,2600,328.8479974269867,-237.9394934306345,256
15,2800,2800,357.3765857219696,-237.11468237720578,256
16,3000,3000,388.76801228523254,-235.77892244645213,255
