episode,step,env_step,total_time,episode_reward,num_inducing_points
1,0,0,0.11306500434875488,-1265.8085985282614,256
2,200,200,0.1917126178741455,-1281.6093530726107,256
3,400,400,0.2708446979522705,-1283.4789041445651,256
4,600,600,0.3469879627227783,-1350.115842803025,256
5,800,800,56.19384503364563,-1091.0356994748463,256
6,1000,1000,80.69574332237244,-1075.068742089695,256
7,1200,1200,105.06523036956787,-591.4633882164555,256
8,1400,1400,130.3983051776886,-358.290378663447,256
9,1600,1600,155.17444038391113,-360.0865921262372,256
10,1800,1800,180.27941370010376,-361.291569588399,256
11,2000,2000,205.41365790367126,-363.8033932996459,256
12,2200,2200,230.67840695381165,-365.6729219828557,256
13,2400,2400,256.6282341480255,-240.5398492439983,256
14,2600,2600,282.44402503967285,-240.9324004542148,256
15,2800,2800,308.5198588371277,-241.20389749202226,256
16,3000,3000,334.6207194328308,-240.6157874429294,256
