episode,step,env_step,total_time,episode_reward
1,0,0,0.12289047241210938,-1597.8348628006875
2,200,200,12.211635112762451,-1514.775781487988
3,400,400,27.090813636779785,-1175.9034884332757
4,600,600,43.52245759963989,-1036.5907101389694
5,800,800,61.340479612350464,-1080.8920268061931
6,1000,1000,79.28116798400879,-610.1216723784631
7,1200,1200,96.97069096565247,-939.7141601556733
8,1400,1400,115.41202044487,-1113.2170378786825
9,1600,1600,133.2489583492279,-477.901856509398
10,1800,1800,151.11044359207153,-470.91555656302677
11,2000,2000,169.27010130882263,-483.61791723556297
12,2200,2200,186.27365517616272,-587.1918982766732
13,2400,2400,203.2694444656372,-727.2426993196041
14,2600,2600,219.96966934204102,-601.1866409246993
15,2800,2800,236.73241543769836,-471.4396291335148
16,3000,3000,254.5792338848114,-479.48196133411085
