episode,step,env_step,total_time,episode_reward
1,0,0,0.13988494873046875,-909.6811093647008
2,200,200,0.2500755786895752,-776.1237972533586
3,400,400,0.37392401695251465,-951.0544161415422
4,600,600,0.46483278274536133,-991.2850611037533
5,800,800,94.21644163131714,-1369.385087673686
6,1000,1000,130.94413471221924,-127.6165257624399
7,1200,1200,167.02590942382812,-963.9475942747176
8,1400,1400,203.47034525871277,-776.7580476440603
9,1600,1600,241.6457953453064,-849.6034579436617
10,1800,1800,279.4165041446686,-126.53298042727258
11,2000,2000,318.498441696167,-126.1776859010074
12,2200,2200,357.32287216186523,-126.7214652308536
13,2400,2400,396.9730312824249,-637.4664774672481
14,2600,2600,438.26760625839233,-126.90537382145831
15,2800,2800,480.17818117141724,-126.36966432529492
16,3000,3000,521.1932771205902,-125.82125673151506
