episode,step,env_step,total_time,episode_reward
1,0,0,0.10364699363708496,-1265.8085985282614
2,200,200,0.17329978942871094,-1281.6093530726107
3,400,400,0.25011396408081055,-1283.4789041445651
4,600,600,0.3234131336212158,-1350.115842803025
5,800,800,55.013601303100586,-1091.03568792983
6,1000,1000,79.98376321792603,-1031.7676195621157
7,1200,1200,106.13334107398987,-614.5267260193207
8,1400,1400,131.65393114089966,-850.0475659571216
9,1600,1600,157.52009773254395,-743.2756530434232
10,1800,1800,182.43166303634644,-239.1633846855597
11,2000,2000,208.0860686302185,-616.3686876839779
12,2200,2200,233.84760665893555,-239.211478819035
13,2400,2400,259.7777774333954,-235.61006407984556
14,2600,2600,287.1245801448822,-486.4392805355302
15,2800,2800,315.03262758255005,-235.9874785863446
16,3000,3000,343.1103127002716,-237.13784275156226
