episode,step,env_step,total_time,episode_reward
1,0,0,0.10289216041564941,-1265.8085985282614
2,200,200,0.17838025093078613,-1281.6093530726107
3,400,400,0.2571592330932617,-1283.4789041445651
4,600,600,0.32576417922973633,-1350.115842803025
5,800,800,93.01225137710571,-1091.03568792983
6,1000,1000,129.42205929756165,-1072.2682602771044
7,1200,1200,165.87162160873413,-621.3527516407718
8,1400,1400,202.63807582855225,-236.6460973216008
9,1600,1600,241.02229857444763,-240.23941908434085
10,1800,1800,280.5573902130127,-238.97703781101364
11,2000,2000,319.85478258132935,-494.6602984033631
12,2200,2200,358.6170029640198,-889.0965040093209
13,2400,2400,396.83174896240234,-240.39584024058826
14,2600,2600,437.4552626609802,-611.302939474736
15,2800,2800,478.5979108810425,-611.2010420818605
16,3000,3000,518.4291639328003,-509.8144949894403
