episode,step,env_step,total_time,episode_reward
1,0,0,0.13426661491394043,-1163.2867886560791
2,200,200,0.21259474754333496,-1070.5325101373842
3,400,400,0.29129505157470703,-1178.1498552855467
4,600,600,0.369401216506958,-1173.4176746693497
5,800,800,60.53557896614075,-1223.977626456792
6,1000,1000,87.36108684539795,-499.18326505837155
7,1200,1200,113.72064089775085,-246.99821331282413
8,1400,1400,139.38774275779724,-245.3657437843866
9,1600,1600,166.19890904426575,-747.5816501887256
10,1800,1800,193.13694405555725,-618.6658517989741
11,2000,2000,220.46372532844543,-242.79408322630394
12,2200,2200,246.14709305763245,-370.3539957701817
13,2400,2400,273.40833020210266,-242.32703787031974
14,2600,2600,300.7091135978699,-123.73915477011067
15,2800,2800,327.2954306602478,-243.61106755500788
16,3000,3000,353.3021697998047,-849.3863182145459
