episode,step,env_step,total_time,episode_reward
1,0,0,0.13164782524108887,-1265.8085985282614
2,200,200,0.2392284870147705,-1281.6093530726107
3,400,400,0.3172037601470947,-1283.4789041445651
4,600,600,0.3892955780029297,-1350.115842803025
5,800,800,61.97934556007385,-1091.03568792983
6,1000,1000,91.59215235710144,-881.431767538064
7,1200,1200,121.39624166488647,-594.4086100574514
8,1400,1400,150.28206062316895,-239.2151064692688
9,1600,1600,179.91430163383484,-238.29715522774134
10,1800,1800,209.68076920509338,-238.93553766978988
11,2000,2000,238.5495891571045,-239.41330127986774
12,2200,2200,267.597216129303,-239.12020169657217
13,2400,2400,295.93378615379333,-239.83719207808022
14,2600,2600,323.71917819976807,-240.55083619427052
15,2800,2800,351.27595043182373,-239.67308666368655
16,3000,3000,378.8761637210846,-238.36451277966043
